donor_id,jenis_makanan,jumlah_makanan,lokasi_donor,makanan_layak_konsumsi,is_halal,is_for_child,is_for_elderly,is_alergan
D80,['minuman'],2,"(-5.41912645012335, 105.29831246728467)",hampir kadaluarsa,True,False,True,True
D81,"['makanan', 'minuman']",1,"(-5.39993790760213, 105.29635361882387)",hampir kadaluarsa,True,False,True,True
D82,"['makanan', 'minuman']",6,"(-5.40068293883682, 105.26428407940682)",layak konsumsi,False,True,True,False
D83,['makanan'],2,"(-5.37541777522313, 105.21666128336665)",layak konsumsi,True,True,True,False
D84,"['makanan', 'minuman']",9,"(-5.38158955507668, 105.22584204433566)",hampir kadaluarsa,False,True,False,False
D85,"['makanan', 'minuman']",5,"(-5.40087288441336, 105.24140430094575)",tidak layak konsumsi,False,False,False,False
D86,"['makanan', 'minuman']",6,"(-5.43298946383636, 105.23424993960838)",hampir kadaluarsa,True,False,False,True
D87,"['makanan', 'minuman']",8,"(-5.43141584647761, 105.25128537970328)",hampir kadaluarsa,True,True,True,False
D88,"['makanan', 'minuman']",6,"(-5.43825860041996, 105.31034943112306)",layak konsumsi,False,True,False,False
D89,['minuman'],3,"(-5.41241428314679, 105.29015350267802)",hampir kadaluarsa,False,True,True,False
D90,"['makanan', 'minuman']",2,"(-5.38646393488478, 105.31233840116941)",tidak layak konsumsi,True,False,True,False
D91,['makanan'],3,"(-5.41109730029574, 105.2309540855303)",hampir kadaluarsa,True,True,False,False
D92,['minuman'],8,"(-5.39522726165864, 105.24587068170858)",hampir kadaluarsa,True,False,False,True
D93,['minuman'],3,"(-5.43612557467013, 105.2970891372853)",hampir kadaluarsa,False,True,True,False
D94,"['makanan', 'minuman']",5,"(-5.43741397146254, 105.27343440002906)",hampir kadaluarsa,False,True,True,True
D95,['minuman'],10,"(-5.41486505907139, 105.27537923420833)",hampir kadaluarsa,True,True,True,True
D96,"['makanan', 'minuman']",7,"(-5.43576612902829, 105.22877750945857)",hampir kadaluarsa,True,False,False,True
D97,['makanan'],10,"(-5.41009596211582, 105.28367915037354)",hampir kadaluarsa,False,True,True,False
D98,"['makanan', 'minuman']",5,"(-5.37357315603308, 105.21274919242202)",hampir kadaluarsa,True,False,False,True
D99,"['makanan', 'minuman']",1,"(-5.427133187872, 105.2981989122514)",layak konsumsi,False,True,False,True
D100,"['makanan', 'minuman']",5,"(-5.39076915256468, 105.26315275135926)",layak konsumsi,False,False,True,True
D101,['makanan'],10,"(-5.42635599043761, 105.23261618974496)",hampir kadaluarsa,False,True,False,True
D102,['makanan'],5,"(-5.38324083420404, 105.29436684055877)",layak konsumsi,True,False,False,True
D103,"['makanan', 'minuman']",10,"(-5.41901774225031, 105.21349880186722)",tidak layak konsumsi,False,True,True,True
D104,['makanan'],10,"(-5.39108895309974, 105.28786473712196)",hampir kadaluarsa,True,False,False,False
D105,"['makanan', 'minuman']",2,"(-5.39800200521556, 105.29463082922216)",layak konsumsi,True,False,True,True
D106,['makanan'],1,"(-5.41932022486991, 105.31115237624705)",tidak layak konsumsi,False,True,False,True
D107,"['makanan', 'minuman']",4,"(-5.39977294019475, 105.2819615828888)",tidak layak konsumsi,True,True,False,True
D108,"['makanan', 'minuman']",6,"(-5.4163287976944, 105.27654936040828)",tidak layak konsumsi,False,False,False,True
D109,"['makanan', 'minuman']",4,"(-5.42752867981391, 105.29572344742608)",layak konsumsi,False,False,False,True
D110,"['makanan', 'minuman']",2,"(-5.41230737212876, 105.21277831506613)",layak konsumsi,False,False,False,False
D111,['makanan'],5,"(-5.42912708431904, 105.3004927761128)",tidak layak konsumsi,False,True,False,False
D112,['minuman'],8,"(-5.42762213424954, 105.23428863787036)",layak konsumsi,False,False,False,True
D113,['minuman'],8,"(-5.39533951186807, 105.22329427918335)",tidak layak konsumsi,False,False,True,False
D114,['minuman'],4,"(-5.43668183095623, 105.27333135186122)",hampir kadaluarsa,True,True,True,False
D115,['makanan'],3,"(-5.41499313560061, 105.23289601409952)",layak konsumsi,True,True,True,True
D116,['minuman'],2,"(-5.40202272397221, 105.29151698816328)",layak konsumsi,False,False,False,True
D117,['minuman'],3,"(-5.43072360517009, 105.25650934949844)",hampir kadaluarsa,True,False,False,True
D118,['makanan'],4,"(-5.42264795353054, 105.21658090161039)",tidak layak konsumsi,False,True,True,False
D119,"['makanan', 'minuman']",3,"(-5.41123812667914, 105.24478609810137)",tidak layak konsumsi,True,True,True,False
D120,"['makanan', 'minuman']",7,"(-5.41361949086509, 105.24149587145615)",hampir kadaluarsa,True,True,False,True
D121,"['makanan', 'minuman']",7,"(-5.40062934704287, 105.30581972086092)",tidak layak konsumsi,True,False,False,True
D122,['minuman'],4,"(-5.42800167982745, 105.24877573270247)",layak konsumsi,True,True,False,False
D123,['minuman'],6,"(-5.42669013373035, 105.2325858091844)",layak konsumsi,True,True,False,False
D124,"['makanan', 'minuman']",8,"(-5.40355104943252, 105.30006895000008)",layak konsumsi,True,True,True,True
D125,"['makanan', 'minuman']",6,"(-5.38318776735272, 105.25576711826538)",hampir kadaluarsa,False,True,True,True
D126,"['makanan', 'minuman']",6,"(-5.43415245290333, 105.22059877209719)",layak konsumsi,True,True,True,True
D127,['minuman'],4,"(-5.38755067141825, 105.3036426412947)",hampir kadaluarsa,False,False,False,True
D128,"['makanan', 'minuman']",8,"(-5.41020780553024, 105.25690869946729)",layak konsumsi,False,False,True,True
D129,"['makanan', 'minuman']",1,"(-5.40091668348119, 105.25518873459272)",tidak layak konsumsi,True,False,True,False
D130,"['makanan', 'minuman']",3,"(-5.43237559614756, 105.27221360850196)",tidak layak konsumsi,False,False,False,True
D131,['makanan'],1,"(-5.37361354623957, 105.28827096409736)",layak konsumsi,True,False,True,False
D132,"['makanan', 'minuman']",4,"(-5.40542007418597, 105.22783357231125)",hampir kadaluarsa,True,True,False,False
D133,"['makanan', 'minuman']",5,"(-5.41503011887802, 105.21221606704658)",tidak layak konsumsi,False,True,True,True
D134,['makanan'],2,"(-5.38663190499523, 105.26069832234059)",hampir kadaluarsa,False,False,False,False
D135,['makanan'],10,"(-5.4105464301172, 105.22426600242589)",tidak layak konsumsi,False,True,False,False
D136,['minuman'],1,"(-5.43893650410917, 105.20933882143886)",hampir kadaluarsa,True,True,True,True
D137,['makanan'],6,"(-5.4218490442219, 105.2880889443582)",tidak layak konsumsi,False,False,False,False
D138,['makanan'],9,"(-5.40791608393567, 105.26400500316895)",layak konsumsi,True,True,False,False
D139,['minuman'],10,"(-5.43446307435614, 105.27235998430314)",layak konsumsi,True,True,True,True
D140,"['makanan', 'minuman']",5,"(-5.38404347293299, 105.29069107326964)",layak konsumsi,False,True,True,False
D141,['makanan'],5,"(-5.37494762109485, 105.25380307193234)",tidak layak konsumsi,False,True,True,True
D142,"['makanan', 'minuman']",9,"(-5.39471796982204, 105.29942712562999)",hampir kadaluarsa,True,False,False,False
D143,"['makanan', 'minuman']",8,"(-5.38271523744052, 105.26931485216849)",layak konsumsi,True,False,False,False
D144,['minuman'],1,"(-5.42349245123702, 105.27197807517514)",layak konsumsi,True,False,False,False
D145,"['makanan', 'minuman']",9,"(-5.4124371509672, 105.2408760373282)",hampir kadaluarsa,False,False,False,True
D146,['makanan'],1,"(-5.41029818481101, 105.30681673362314)",hampir kadaluarsa,False,True,False,False
D147,"['makanan', 'minuman']",10,"(-5.37797369916516, 105.29291047397075)",tidak layak konsumsi,True,False,False,True
D148,['minuman'],1,"(-5.38536864947725, 105.31098855804345)",tidak layak konsumsi,False,True,True,True
D149,['makanan'],2,"(-5.40128179786755, 105.29662274179938)",layak konsumsi,False,False,True,True
D150,['minuman'],4,"(-5.41760469148836, 105.23699557818192)",hampir kadaluarsa,False,True,False,False
D151,"['makanan', 'minuman']",9,"(-5.39487549799599, 105.25023920927185)",hampir kadaluarsa,False,True,True,True
D152,['minuman'],3,"(-5.40403482059695, 105.29636155592733)",tidak layak konsumsi,True,False,True,True
D153,['minuman'],2,"(-5.39738504918949, 105.3122249370178)",layak konsumsi,False,False,True,True
D154,['minuman'],10,"(-5.37558363360918, 105.2771671444467)",tidak layak konsumsi,True,True,True,True
D155,['makanan'],3,"(-5.40123636199817, 105.31194047001881)",hampir kadaluarsa,False,False,True,False
D156,"['makanan', 'minuman']",1,"(-5.43854340026336, 105.25697575290287)",hampir kadaluarsa,True,True,False,False
D157,"['makanan', 'minuman']",7,"(-5.43908818201341, 105.31189466976002)",layak konsumsi,False,True,True,True
D158,"['makanan', 'minuman']",4,"(-5.38418064981983, 105.21966481127436)",tidak layak konsumsi,False,False,False,False
D159,['makanan'],7,"(-5.43605758077175, 105.24696559894443)",hampir kadaluarsa,True,True,False,True
D160,['minuman'],4,"(-5.39922710455341, 105.23759044929815)",layak konsumsi,False,False,True,False
D161,"['makanan', 'minuman']",4,"(-5.40362374032567, 105.21208257576238)",tidak layak konsumsi,False,True,True,True
D162,"['makanan', 'minuman']",6,"(-5.40142674965767, 105.22728263454837)",layak konsumsi,False,True,True,False
D163,"['makanan', 'minuman']",1,"(-5.42288314328505, 105.28110351873076)",layak konsumsi,False,False,True,True
D164,['makanan'],2,"(-5.41252518882705, 105.22580826456513)",layak konsumsi,False,False,False,False
D165,['makanan'],5,"(-5.41822557669632, 105.2482155179793)",layak konsumsi,False,False,False,False
D166,['makanan'],2,"(-5.39454151866609, 105.22100440140633)",hampir kadaluarsa,False,False,False,True
D167,"['makanan', 'minuman']",2,"(-5.43037606059686, 105.25450262639303)",layak konsumsi,True,True,True,True
D168,['minuman'],5,"(-5.38554385519767, 105.25350268944922)",hampir kadaluarsa,True,True,False,False
D169,"['makanan', 'minuman']",2,"(-5.4144912841251, 105.24381291166775)",hampir kadaluarsa,True,True,False,False
D170,['makanan'],9,"(-5.39798495995789, 105.25811458832123)",layak konsumsi,False,False,True,True
D171,"['makanan', 'minuman']",6,"(-5.4377130555487, 105.28084811009536)",hampir kadaluarsa,True,True,False,False
D172,"['makanan', 'minuman']",9,"(-5.41352420487056, 105.2663138389039)",layak konsumsi,True,False,False,True
D173,['minuman'],9,"(-5.39599184285743, 105.24285442995132)",layak konsumsi,True,False,False,False
D174,['makanan'],6,"(-5.39920335674767, 105.27816040385072)",tidak layak konsumsi,True,True,False,False
D175,"['makanan', 'minuman']",2,"(-5.39435525761846, 105.25941040570132)",hampir kadaluarsa,True,True,True,True
D176,['makanan'],7,"(-5.3906172419946, 105.28828835716281)",tidak layak konsumsi,False,False,False,False
D177,['minuman'],5,"(-5.38961781578033, 105.2595411925422)",tidak layak konsumsi,False,False,True,True
D178,"['makanan', 'minuman']",10,"(-5.40358715501067, 105.22073773581661)",layak konsumsi,True,False,True,True
D179,"['makanan', 'minuman']",3,"(-5.38903442181645, 105.24332055356628)",tidak layak konsumsi,False,True,False,False
D180,['minuman'],6,"(-5.42211291836329, 105.27306231525823)",layak konsumsi,True,True,True,False
D181,['minuman'],9,"(-5.40790203384917, 105.24076192649336)",layak konsumsi,False,True,True,True
D182,['makanan'],8,"(-5.41729828536887, 105.21283265136556)",hampir kadaluarsa,True,True,False,False
D183,"['makanan', 'minuman']",6,"(-5.38169821348896, 105.290866576515)",tidak layak konsumsi,False,False,True,False
D184,['makanan'],5,"(-5.41966440965532, 105.27680366434937)",layak konsumsi,True,False,True,False
D185,['minuman'],1,"(-5.43312477038557, 105.222344850367)",layak konsumsi,True,False,True,False
D186,['minuman'],9,"(-5.3973900837809, 105.30763465697812)",hampir kadaluarsa,False,True,False,False
D187,['makanan'],7,"(-5.40359454339802, 105.22904966025348)",layak konsumsi,True,False,True,False
D188,"['makanan', 'minuman']",10,"(-5.38211269634627, 105.24962400149222)",layak konsumsi,True,True,False,True
D189,"['makanan', 'minuman']",1,"(-5.39272854935967, 105.29810381210895)",hampir kadaluarsa,False,False,True,True
D190,"['makanan', 'minuman']",4,"(-5.39419619971065, 105.27990040472868)",layak konsumsi,True,True,False,True
D191,['makanan'],5,"(-5.4163578348023, 105.28022571725229)",layak konsumsi,False,False,True,False
D192,['makanan'],5,"(-5.43672114693818, 105.21256482838315)",tidak layak konsumsi,False,True,False,True
D193,"['makanan', 'minuman']",7,"(-5.42470230540741, 105.28578004091304)",hampir kadaluarsa,False,False,False,True
D194,['makanan'],4,"(-5.41329188155216, 105.20998020514945)",hampir kadaluarsa,True,False,True,False
D195,"['makanan', 'minuman']",4,"(-5.42451185365754, 105.30803771422491)",hampir kadaluarsa,False,False,True,True
D196,"['makanan', 'minuman']",9,"(-5.41797140346382, 105.30496175804083)",hampir kadaluarsa,False,False,True,True
D197,['minuman'],1,"(-5.37981667718079, 105.27802172535426)",hampir kadaluarsa,True,False,False,True
D198,['makanan'],1,"(-5.43103031699854, 105.21783829031507)",layak konsumsi,False,True,False,False
D199,"['makanan', 'minuman']",6,"(-5.43372179222887, 105.23581647365756)",tidak layak konsumsi,False,False,False,True
D200,['makanan'],9,"(-5.37812690561583, 105.28057278977977)",layak konsumsi,False,True,True,False
D201,['makanan'],2,"(-5.40552416964686, 105.21814818058927)",layak konsumsi,False,False,False,True
D202,['minuman'],10,"(-5.42592525914266, 105.24602681165135)",tidak layak konsumsi,True,False,True,True
D203,['makanan'],3,"(-5.4038870688817, 105.22218461969233)",tidak layak konsumsi,False,True,True,False
D204,['minuman'],10,"(-5.43667421063537, 105.24246271608632)",hampir kadaluarsa,True,True,False,True
D205,"['makanan', 'minuman']",10,"(-5.42568663238325, 105.21718637348559)",layak konsumsi,True,True,True,False
D206,['makanan'],6,"(-5.38505290011225, 105.23476087476311)",hampir kadaluarsa,False,False,False,True
D207,"['makanan', 'minuman']",3,"(-5.4229357471173, 105.22169583610498)",tidak layak konsumsi,False,True,True,False
D208,['makanan'],5,"(-5.43612674082687, 105.25006720687264)",hampir kadaluarsa,True,True,False,False
D209,"['makanan', 'minuman']",9,"(-5.43780556588799, 105.29341448938229)",tidak layak konsumsi,True,True,True,True
D210,"['makanan', 'minuman']",9,"(-5.43150392830685, 105.23706202511654)",tidak layak konsumsi,True,True,False,True
D211,['makanan'],1,"(-5.41664653810658, 105.25327238522993)",layak konsumsi,True,False,True,True
D212,"['makanan', 'minuman']",3,"(-5.41020625775763, 105.27434059798455)",hampir kadaluarsa,True,True,True,True
D213,['makanan'],10,"(-5.43812682449171, 105.26693791653368)",layak konsumsi,False,True,True,False
D214,['minuman'],2,"(-5.39712609119106, 105.22795474925987)",hampir kadaluarsa,True,False,False,True
D215,"['makanan', 'minuman']",6,"(-5.41613458561748, 105.26722650442173)",layak konsumsi,True,True,True,False
D216,['minuman'],2,"(-5.37856724705453, 105.3120219682086)",hampir kadaluarsa,False,True,True,True
D217,['minuman'],3,"(-5.43383132426866, 105.21664644348826)",tidak layak konsumsi,False,False,False,True
D218,"['makanan', 'minuman']",8,"(-5.43307731060338, 105.26903256382279)",tidak layak konsumsi,True,False,False,False
D219,"['makanan', 'minuman']",5,"(-5.41744942027548, 105.26897309580065)",tidak layak konsumsi,True,False,False,True
D220,"['makanan', 'minuman']",7,"(-5.40046783897806, 105.24363740796494)",layak konsumsi,False,False,False,False
D221,['minuman'],4,"(-5.39572470741595, 105.30194806903596)",layak konsumsi,False,False,True,True
D222,"['makanan', 'minuman']",9,"(-5.39830989660965, 105.22563477676593)",layak konsumsi,True,True,False,True
D223,"['makanan', 'minuman']",3,"(-5.43558294838839, 105.255086139917)",tidak layak konsumsi,True,False,True,False
D224,['makanan'],10,"(-5.4226269311389, 105.29318355330373)",tidak layak konsumsi,True,False,False,False
D225,['makanan'],3,"(-5.41228465315833, 105.28374540356641)",layak konsumsi,False,True,False,False
D226,"['makanan', 'minuman']",1,"(-5.42644495840196, 105.2152713249067)",hampir kadaluarsa,True,False,True,True
D227,['makanan'],7,"(-5.43887599642103, 105.30732255609499)",layak konsumsi,False,True,False,True
D228,"['makanan', 'minuman']",9,"(-5.42713667294208, 105.28355449935164)",layak konsumsi,False,False,False,True
D229,['makanan'],3,"(-5.38142203385593, 105.22417159091349)",layak konsumsi,False,False,True,False
D230,['makanan'],9,"(-5.43735365994789, 105.30493435313667)",layak konsumsi,False,True,True,False
D231,['makanan'],1,"(-5.42073110990556, 105.2895107414947)",tidak layak konsumsi,False,False,True,True
D232,['minuman'],9,"(-5.3764445190567, 105.26941798871542)",layak konsumsi,False,False,False,True
D233,['makanan'],7,"(-5.40127717387671, 105.29160861291874)",tidak layak konsumsi,False,True,False,True
D234,"['makanan', 'minuman']",9,"(-5.42414711377343, 105.3037643605332)",layak konsumsi,False,True,False,True
D235,"['makanan', 'minuman']",6,"(-5.37691626568717, 105.27942449442057)",tidak layak konsumsi,True,False,True,True
D236,['makanan'],3,"(-5.40283514732561, 105.28909277462917)",layak konsumsi,False,False,True,True
D237,['minuman'],5,"(-5.40064929934848, 105.28739261332272)",tidak layak konsumsi,True,True,False,False
D238,"['makanan', 'minuman']",9,"(-5.40332381358837, 105.2732581607689)",tidak layak konsumsi,False,False,False,True
D239,"['makanan', 'minuman']",1,"(-5.37904520078294, 105.21874557172522)",layak konsumsi,False,True,False,True
D240,"['makanan', 'minuman']",5,"(-5.37287336672271, 105.21842850062151)",layak konsumsi,False,False,False,True
D241,"['makanan', 'minuman']",10,"(-5.38285712253038, 105.25239777759683)",hampir kadaluarsa,True,True,False,False
D242,"['makanan', 'minuman']",10,"(-5.3963117349123, 105.28801376601044)",tidak layak konsumsi,False,False,False,False
D243,['makanan'],1,"(-5.40230990595097, 105.25550705977624)",hampir kadaluarsa,True,False,True,True
D244,"['makanan', 'minuman']",4,"(-5.39619563815852, 105.28681913723302)",hampir kadaluarsa,True,True,True,False
D245,['minuman'],6,"(-5.42498557687847, 105.29062939441306)",hampir kadaluarsa,False,False,True,True
D246,['makanan'],4,"(-5.43283896567283, 105.23387935580796)",hampir kadaluarsa,False,True,True,False
D247,"['makanan', 'minuman']",9,"(-5.3963791898705, 105.2928986689669)",hampir kadaluarsa,False,True,True,False
D248,['minuman'],6,"(-5.38162664085168, 105.24215486707726)",layak konsumsi,False,True,True,True
D249,"['makanan', 'minuman']",10,"(-5.40528308138519, 105.307265152163)",tidak layak konsumsi,False,False,False,True
D250,"['makanan', 'minuman']",1,"(-5.38107459158758, 105.23413099206331)",hampir kadaluarsa,False,False,False,True
D251,['makanan'],2,"(-5.40851382991751, 105.2422202994376)",tidak layak konsumsi,False,False,False,False
D252,['makanan'],1,"(-5.38898417516046, 105.22061027543347)",tidak layak konsumsi,True,True,True,True
D253,"['makanan', 'minuman']",10,"(-5.40667291541971, 105.2343339715473)",hampir kadaluarsa,False,False,False,True
D254,"['makanan', 'minuman']",4,"(-5.436262335028, 105.28754777303118)",hampir kadaluarsa,True,True,True,True
D255,['makanan'],4,"(-5.42117724482898, 105.31215453694729)",tidak layak konsumsi,True,False,False,True
D256,['minuman'],5,"(-5.42643372112847, 105.21503215931696)",tidak layak konsumsi,False,True,False,False
D257,['minuman'],8,"(-5.43148793463321, 105.20872142311045)",tidak layak konsumsi,False,False,True,False
D258,['makanan'],3,"(-5.43052948586536, 105.21078222538806)",tidak layak konsumsi,True,True,True,True
D259,"['makanan', 'minuman']",7,"(-5.42319914487453, 105.216786287155)",tidak layak konsumsi,True,True,True,True
D260,['minuman'],1,"(-5.38870113747401, 105.30711582800265)",layak konsumsi,True,False,True,False
D261,"['makanan', 'minuman']",6,"(-5.39502349569486, 105.28936571310653)",tidak layak konsumsi,True,False,False,False
