penerima_id,jenis_makanan_dibutuhkan,jumlah_dibutuhkan,lokasi_penerima,jumlah_diterima,makanan_layak_konsumsi,is_halal,is_for_child,is_for_elderly,is_alergan_free
R36,"['makanan', 'minuman']",9,"(-5.39357001572896, 105.31244335950181)",1,['hampir kadaluarsa'],False,False,False,False
R37,['makanan'],8,"(-5.41130757436426, 105.31225709018466)",0,tidak layak konsumsi,False,False,False,False
R38,['minuman'],5,"(-5.38398443903543, 105.25029247630481)",5,tidak layak konsumsi,False,False,False,False
R39,"['makanan', 'minuman']",5,"(-5.43629141474028, 105.24005415534079)",4,tidak layak konsumsi,False,False,False,False
R40,['minuman'],6,"(-5.40602165212516, 105.25776623089656)",2,['hampir kadaluarsa'],False,True,False,False
R41,"['makanan', 'minuman']",3,"(-5.37964651490999, 105.23143100414018)",4,"['layak konsumsi', 'hampir kadaluarsa']",True,False,False,False
R42,"['makanan', 'minuman']",8,"(-5.42384057039568, 105.30210336222974)",3,tidak layak konsumsi,False,False,False,False
R43,['minuman'],10,"(-5.37413060250214, 105.23084954378581)",4,tidak layak konsumsi,False,False,False,False
R44,['makanan'],10,"(-5.42111185720142, 105.2879813011921)",3,['hampir kadaluarsa'],True,True,False,False
R45,['makanan'],10,"(-5.37336258572001, 105.29675811350066)",0,['layak konsumsi'],True,True,False,False
R46,['minuman'],9,"(-5.4082746791701, 105.26047661474702)",4,tidak layak konsumsi,False,False,False,False
R47,"['makanan', 'minuman']",2,"(-5.39685274966169, 105.2472284483815)",3,tidak layak konsumsi,False,False,False,False
R48,"['makanan', 'minuman']",8,"(-5.38301899465996, 105.27991043767034)",3,"['layak konsumsi', 'hampir kadaluarsa']",False,False,True,False
R49,['minuman'],9,"(-5.43721336615512, 105.3114032588058)",1,['hampir kadaluarsa'],True,False,False,True
R50,"['makanan', 'minuman']",5,"(-5.43433573543516, 105.27977756708736)",3,tidak layak konsumsi,False,False,False,False
R51,"['makanan', 'minuman']",3,"(-5.40845311528555, 105.21900300927996)",1,"['layak konsumsi', 'hampir kadaluarsa']",False,True,True,False
R52,['makanan'],8,"(-5.42457624456582, 105.24564721380777)",3,"['layak konsumsi', 'hampir kadaluarsa']",False,False,True,True
R53,['minuman'],6,"(-5.42071461917603, 105.24212637474588)",4,['hampir kadaluarsa'],True,False,True,False
R54,['makanan'],6,"(-5.43633726459194, 105.2233207310451)",4,tidak layak konsumsi,False,False,False,False
R55,"['makanan', 'minuman']",2,"(-5.4365401928809, 105.2435341729123)",1,"['layak konsumsi', 'hampir kadaluarsa']",True,True,False,False
R56,"['makanan', 'minuman']",2,"(-5.37862655152531, 105.21124768184778)",1,tidak layak konsumsi,False,False,False,False
R57,['makanan'],6,"(-5.41086962958772, 105.24987687360682)",5,tidak layak konsumsi,False,False,False,False
R58,['minuman'],1,"(-5.40904473890025, 105.30881281771569)",2,tidak layak konsumsi,False,False,False,False
R59,"['makanan', 'minuman']",9,"(-5.40393568222767, 105.29508829365547)",4,"['layak konsumsi', 'hampir kadaluarsa']",True,False,True,True
R60,['minuman'],3,"(-5.42171153404038, 105.25483575724901)",2,tidak layak konsumsi,False,False,False,False
R61,['minuman'],1,"(-5.4050318439091, 105.2800225337063)",4,tidak layak konsumsi,False,False,False,False
R62,['makanan'],2,"(-5.39651317756958, 105.27453253646945)",5,tidak layak konsumsi,False,False,False,False
R63,"['makanan', 'minuman']",5,"(-5.41944644582918, 105.2965376913901)",3,['hampir kadaluarsa'],False,False,True,True
R64,['makanan'],8,"(-5.42382185059383, 105.29966371701319)",2,"['layak konsumsi', 'hampir kadaluarsa']",True,False,False,False
R65,"['makanan', 'minuman']",3,"(-5.37336847501083, 105.31131204286628)",0,tidak layak konsumsi,False,False,False,False
R66,"['makanan', 'minuman']",9,"(-5.43213243365145, 105.23632209526397)",0,tidak layak konsumsi,False,False,False,False
R67,"['makanan', 'minuman']",2,"(-5.40041232989477, 105.28437377900168)",5,tidak layak konsumsi,False,False,False,False
R68,"['makanan', 'minuman']",10,"(-5.39609906559137, 105.2751232446205)",2,['layak konsumsi'],False,False,False,False
R69,"['makanan', 'minuman']",8,"(-5.38404503798306, 105.22822010816705)",4,"['layak konsumsi', 'hampir kadaluarsa']",True,True,True,True
R70,"['makanan', 'minuman']",10,"(-5.42940027345766, 105.31275723688294)",3,['layak konsumsi'],False,False,True,True
R71,"['makanan', 'minuman']",9,"(-5.42260676657283, 105.2551909448729)",2,['hampir kadaluarsa'],True,True,True,True
R72,['makanan'],1,"(-5.40644940598868, 105.27301889826305)",0,tidak layak konsumsi,False,False,False,False
R73,['makanan'],2,"(-5.40660358544987, 105.29827078416821)",4,"['layak konsumsi', 'hampir kadaluarsa']",False,False,True,True
R74,"['makanan', 'minuman']",9,"(-5.42483073207561, 105.28122008220632)",2,tidak layak konsumsi,False,False,False,False
R75,"['makanan', 'minuman']",1,"(-5.39816170295382, 105.22791230902014)",4,['hampir kadaluarsa'],False,False,False,True
R76,['minuman'],3,"(-5.40204427032572, 105.25005876107019)",1,"['layak konsumsi', 'hampir kadaluarsa']",False,False,True,True
R77,"['makanan', 'minuman']",5,"(-5.40198697929872, 105.21819827332722)",0,['layak konsumsi'],False,True,True,False
R78,"['makanan', 'minuman']",3,"(-5.42961634984785, 105.28252507198312)",3,"['layak konsumsi', 'hampir kadaluarsa']",False,False,False,False
R79,"['makanan', 'minuman']",9,"(-5.37935582136541, 105.3097510992931)",4,"['layak konsumsi', 'hampir kadaluarsa']",True,True,False,True
R80,"['makanan', 'minuman']",4,"(-5.42620985402015, 105.24143901253045)",3,"['layak konsumsi', 'hampir kadaluarsa']",False,False,True,True
R81,['makanan'],1,"(-5.40384852220159, 105.29584275563846)",3,tidak layak konsumsi,False,False,False,False
R82,"['makanan', 'minuman']",6,"(-5.40875916259731, 105.31053347078256)",3,"['layak konsumsi', 'hampir kadaluarsa']",True,True,True,False
R83,"['makanan', 'minuman']",10,"(-5.39626959941349, 105.2500706670779)",3,['layak konsumsi'],False,False,False,False
R84,['minuman'],2,"(-5.43265251578317, 105.24984794608508)",2,"['layak konsumsi', 'hampir kadaluarsa']",False,True,False,True
R85,['minuman'],5,"(-5.42706652945389, 105.26642800776577)",2,"['layak konsumsi', 'hampir kadaluarsa']",False,True,True,True
R86,['makanan'],1,"(-5.38066856931206, 105.31270978761668)",5,['layak konsumsi'],False,False,True,False
R87,['minuman'],4,"(-5.37972355944747, 105.30481002474568)",0,['layak konsumsi'],True,True,False,True
R88,['minuman'],6,"(-5.42991060851632, 105.26642469661239)",2,tidak layak konsumsi,False,False,False,False
R89,"['makanan', 'minuman']",10,"(-5.42046395131226, 105.21517553452583)",3,['hampir kadaluarsa'],False,True,False,False
R90,"['makanan', 'minuman']",9,"(-5.41853785882414, 105.29783299593888)",5,"['layak konsumsi', 'hampir kadaluarsa']",True,False,False,False
R91,"['makanan', 'minuman']",1,"(-5.43878990742772, 105.30534580246595)",5,"['layak konsumsi', 'hampir kadaluarsa']",False,True,True,False
R92,['makanan'],9,"(-5.43726735651988, 105.23925546274172)",5,tidak layak konsumsi,False,False,False,False
R93,['minuman'],4,"(-5.40757605757165, 105.27697729208442)",5,tidak layak konsumsi,False,False,False,False
R94,['makanan'],8,"(-5.38955552037989, 105.2682962741749)",4,tidak layak konsumsi,False,False,False,False
R95,"['makanan', 'minuman']",7,"(-5.42356682996943, 105.30293612867433)",1,tidak layak konsumsi,False,False,False,False
R96,['makanan'],2,"(-5.42367325388406, 105.27748964703905)",0,"['layak konsumsi', 'hampir kadaluarsa']",False,False,False,True
R97,['makanan'],6,"(-5.43698984227201, 105.25914217925096)",5,"['layak konsumsi', 'hampir kadaluarsa']",False,True,True,False
R98,"['makanan', 'minuman']",4,"(-5.41322454290216, 105.27795478638929)",0,tidak layak konsumsi,False,False,False,False
R99,['minuman'],9,"(-5.42084551990963, 105.26046331173058)",1,tidak layak konsumsi,False,False,False,False
R100,['minuman'],3,"(-5.41993929367013, 105.23542438028234)",5,tidak layak konsumsi,False,False,False,False
R101,"['makanan', 'minuman']",1,"(-5.4080890868831, 105.25965879319509)",2,tidak layak konsumsi,False,False,False,False
R102,"['makanan', 'minuman']",8,"(-5.43314221882731, 105.2511609097457)",5,tidak layak konsumsi,False,False,False,False
R103,"['makanan', 'minuman']",1,"(-5.3815801546894, 105.23561552763942)",0,['layak konsumsi'],False,False,True,True
R104,"['makanan', 'minuman']",4,"(-5.38209143356713, 105.30807376425143)",2,['layak konsumsi'],True,True,True,False
R105,['makanan'],2,"(-5.39832489747121, 105.31389458176976)",4,['layak konsumsi'],True,True,True,False
R106,"['makanan', 'minuman']",6,"(-5.43704324671259, 105.2107239092891)",2,tidak layak konsumsi,False,False,False,False
R107,"['makanan', 'minuman']",2,"(-5.4182306397105, 105.21126908481683)",5,['hampir kadaluarsa'],True,False,False,True
R108,"['makanan', 'minuman']",8,"(-5.4004939891716, 105.27125152101009)",3,['layak konsumsi'],True,True,False,False
R109,"['makanan', 'minuman']",4,"(-5.43701623943277, 105.2551060244077)",2,"['layak konsumsi', 'hampir kadaluarsa']",True,True,False,False
R110,['makanan'],2,"(-5.39471881197311, 105.30740940721648)",0,tidak layak konsumsi,False,False,False,False
R111,"['makanan', 'minuman']",3,"(-5.43083768629143, 105.29831231114072)",2,['layak konsumsi'],True,False,True,False
R112,"['makanan', 'minuman']",2,"(-5.42613592651346, 105.26169024456593)",3,['hampir kadaluarsa'],False,True,True,True
R113,['makanan'],4,"(-5.3872321699338, 105.22398385836146)",0,tidak layak konsumsi,False,False,False,False
R114,['makanan'],8,"(-5.43453042515106, 105.2099367621079)",4,tidak layak konsumsi,False,False,False,False
R115,['makanan'],7,"(-5.42492787975983, 105.27799444560227)",3,['hampir kadaluarsa'],False,True,False,True
R116,"['makanan', 'minuman']",8,"(-5.39271691212531, 105.23118261019668)",0,tidak layak konsumsi,False,False,False,False
R117,"['makanan', 'minuman']",2,"(-5.39821754597434, 105.22247815529735)",5,"['layak konsumsi', 'hampir kadaluarsa']",False,False,True,False
R118,['makanan'],7,"(-5.39741391174395, 105.2702179840728)",1,"['layak konsumsi', 'hampir kadaluarsa']",False,True,False,False
R119,"['makanan', 'minuman']",6,"(-5.43433380455216, 105.25186826537498)",0,tidak layak konsumsi,False,False,False,False
R120,['minuman'],9,"(-5.4096425574247, 105.2400471816152)",2,tidak layak konsumsi,False,False,False,False
R121,['makanan'],9,"(-5.41696003269608, 105.286987942998)",1,tidak layak konsumsi,False,False,False,False
R122,"['makanan', 'minuman']",4,"(-5.40123678327147, 105.21236506923364)",2,['layak konsumsi'],False,False,True,False
R123,['minuman'],4,"(-5.40696148091949, 105.21124313091299)",3,tidak layak konsumsi,False,False,False,False
R124,['minuman'],2,"(-5.37519408150433, 105.26800666696138)",5,tidak layak konsumsi,False,False,False,False
R125,"['makanan', 'minuman']",8,"(-5.42680866433725, 105.26316219927547)",3,tidak layak konsumsi,False,False,False,False
R126,"['makanan', 'minuman']",9,"(-5.43550171448757, 105.31212432471439)",3,"['layak konsumsi', 'hampir kadaluarsa']",False,False,False,True
R127,"['makanan', 'minuman']",10,"(-5.42335756707831, 105.2421131485703)",2,['layak konsumsi'],True,True,True,True
R128,['minuman'],2,"(-5.41079491525362, 105.22526910476773)",0,['hampir kadaluarsa'],False,True,False,False
R129,['makanan'],8,"(-5.37457509641785, 105.27297403328106)",2,['layak konsumsi'],False,False,False,True
R130,"['makanan', 'minuman']",4,"(-5.37384299818988, 105.3122471238947)",2,['hampir kadaluarsa'],False,True,True,False
R131,"['makanan', 'minuman']",5,"(-5.4205680945708, 105.2604732459375)",0,"['layak konsumsi', 'hampir kadaluarsa']",False,False,False,True
R132,"['makanan', 'minuman']",10,"(-5.39689351064535, 105.21450287264626)",4,"['layak konsumsi', 'hampir kadaluarsa']",False,False,True,False
R133,['minuman'],6,"(-5.39947564918625, 105.26932458295887)",1,['hampir kadaluarsa'],True,False,False,False
R134,"['makanan', 'minuman']",3,"(-5.38004877088178, 105.29402434935801)",2,tidak layak konsumsi,False,False,False,False
R135,['minuman'],5,"(-5.37936886766147, 105.23308305695214)",1,"['layak konsumsi', 'hampir kadaluarsa']",False,False,True,False
R136,['minuman'],1,"(-5.40250802794571, 105.27393166595688)",4,"['layak konsumsi', 'hampir kadaluarsa']",True,True,True,True
R137,"['makanan', 'minuman']",6,"(-5.39030820765888, 105.208715286107)",3,tidak layak konsumsi,False,False,False,False
R138,"['makanan', 'minuman']",8,"(-5.41156527133809, 105.25562384984386)",1,['hampir kadaluarsa'],False,False,False,False
R139,['minuman'],7,"(-5.4376293784538, 105.27802808054496)",0,tidak layak konsumsi,False,False,False,False
R140,"['makanan', 'minuman']",6,"(-5.43610454393971, 105.24752676260829)",4,['layak konsumsi'],False,False,True,False
R141,['makanan'],3,"(-5.38528697406259, 105.23347904628467)",0,tidak layak konsumsi,False,False,False,False
R142,"['makanan', 'minuman']",1,"(-5.4112119078107, 105.21836367812786)",4,"['layak konsumsi', 'hampir kadaluarsa']",True,True,False,True
R143,['makanan'],8,"(-5.43251914354783, 105.27924155206696)",3,tidak layak konsumsi,False,False,False,False
R144,"['makanan', 'minuman']",2,"(-5.40036812217293, 105.27474045571384)",1,"['layak konsumsi', 'hampir kadaluarsa']",False,True,True,False
R145,['minuman'],8,"(-5.38027503811804, 105.30457036646177)",2,tidak layak konsumsi,False,False,False,False
R146,"['makanan', 'minuman']",8,"(-5.39046416719527, 105.30266525373885)",2,['layak konsumsi'],True,True,True,False
R147,"['makanan', 'minuman']",9,"(-5.39360063740894, 105.27093993235313)",0,tidak layak konsumsi,False,False,False,False
R148,['makanan'],7,"(-5.41742232559347, 105.26153283257653)",4,"['layak konsumsi', 'hampir kadaluarsa']",False,True,True,False
R149,"['makanan', 'minuman']",3,"(-5.38616685242406, 105.29053063430742)",0,tidak layak konsumsi,False,False,False,False
R150,"['makanan', 'minuman']",1,"(-5.41434649678874, 105.2938641577112)",1,"['layak konsumsi', 'hampir kadaluarsa']",True,False,False,False
R151,['makanan'],1,"(-5.40623199031878, 105.27473693276103)",5,tidak layak konsumsi,False,False,False,False
R152,['minuman'],1,"(-5.39886548167684, 105.22039467103451)",2,['hampir kadaluarsa'],True,True,True,False
R153,['minuman'],7,"(-5.4015798194957, 105.25135929149174)",3,"['layak konsumsi', 'hampir kadaluarsa']",False,False,False,True
R154,"['makanan', 'minuman']",2,"(-5.37776951651207, 105.23432578654882)",2,tidak layak konsumsi,False,False,False,False
R155,"['makanan', 'minuman']",4,"(-5.43296109892604, 105.28255423900539)",0,"['layak konsumsi', 'hampir kadaluarsa']",True,True,True,True
R156,['makanan'],4,"(-5.38674128284754, 105.21914658444416)",2,"['layak konsumsi', 'hampir kadaluarsa']",True,True,True,True
R157,['minuman'],4,"(-5.38004917877157, 105.25105839328427)",4,tidak layak konsumsi,False,False,False,False
R158,['makanan'],6,"(-5.42458083348221, 105.28278275224346)",0,['hampir kadaluarsa'],False,False,False,False
R159,"['makanan', 'minuman']",7,"(-5.41292995639778, 105.22363666938293)",5,tidak layak konsumsi,False,False,False,False
R160,['makanan'],2,"(-5.42882207542029, 105.27771270011723)",2,tidak layak konsumsi,False,False,False,False
R161,['makanan'],1,"(-5.40488014984436, 105.29879095855826)",3,tidak layak konsumsi,False,False,False,False
R162,['makanan'],6,"(-5.41407628673347, 105.22027969630842)",0,"['layak konsumsi', 'hampir kadaluarsa']",True,True,True,False
R163,['minuman'],10,"(-5.3982746928703, 105.23793925896422)",1,['hampir kadaluarsa'],True,True,False,True
R164,"['makanan', 'minuman']",5,"(-5.39352335242278, 105.28143238718846)",4,tidak layak konsumsi,False,False,False,False
R165,"['makanan', 'minuman']",6,"(-5.41737545562584, 105.27392081425914)",3,tidak layak konsumsi,False,False,False,False
R166,['makanan'],10,"(-5.38936019141613, 105.23715097238417)",1,['hampir kadaluarsa'],False,False,True,True
R167,"['makanan', 'minuman']",1,"(-5.38828130020896, 105.26673861731557)",3,"['layak konsumsi', 'hampir kadaluarsa']",True,True,True,True
R168,['minuman'],3,"(-5.41911502585513, 105.21856260002895)",2,tidak layak konsumsi,False,False,False,False
R169,"['makanan', 'minuman']",10,"(-5.38922927597554, 105.26675431804459)",0,tidak layak konsumsi,False,False,False,False
R170,"['makanan', 'minuman']",10,"(-5.39657197622128, 105.23866874905457)",0,tidak layak konsumsi,False,False,False,False
R171,"['makanan', 'minuman']",6,"(-5.38362852554654, 105.30991604154335)",0,tidak layak konsumsi,False,False,False,False
R172,['minuman'],3,"(-5.40224484333577, 105.28580743203307)",2,"['layak konsumsi', 'hampir kadaluarsa']",True,False,True,False
R173,"['makanan', 'minuman']",9,"(-5.38579914909834, 105.25616759233344)",5,tidak layak konsumsi,False,False,False,False
R174,['minuman'],9,"(-5.40165789205004, 105.29414974278654)",1,tidak layak konsumsi,False,False,False,False
R175,['minuman'],10,"(-5.41261430810918, 105.27905863829929)",4,['layak konsumsi'],False,False,False,True
R176,['makanan'],3,"(-5.4195935454059, 105.21651103337446)",1,['hampir kadaluarsa'],False,False,True,False
R177,"['makanan', 'minuman']",3,"(-5.42927280590725, 105.23598346085593)",0,tidak layak konsumsi,False,False,False,False
R178,"['makanan', 'minuman']",8,"(-5.41623472077868, 105.2570930254344)",1,tidak layak konsumsi,False,False,False,False
R179,['makanan'],5,"(-5.39250467647454, 105.22874950972091)",2,tidak layak konsumsi,False,False,False,False
R180,['minuman'],6,"(-5.37862308352873, 105.20897822995512)",3,['layak konsumsi'],True,False,True,True
R181,['minuman'],8,"(-5.41810230705574, 105.29665629621299)",2,"['layak konsumsi', 'hampir kadaluarsa']",False,False,False,False
R182,"['makanan', 'minuman']",5,"(-5.42580580732403, 105.27857045179674)",4,tidak layak konsumsi,False,False,False,False
R183,['makanan'],5,"(-5.43719379267118, 105.23134867987756)",2,tidak layak konsumsi,False,False,False,False
R184,['minuman'],6,"(-5.42860656415881, 105.30048175881481)",5,['hampir kadaluarsa'],True,False,True,True
R185,['makanan'],7,"(-5.37365018626294, 105.2444966021822)",0,tidak layak konsumsi,False,False,False,False
R186,['minuman'],9,"(-5.41962856344285, 105.22080666385108)",0,tidak layak konsumsi,False,False,False,False
R187,['minuman'],2,"(-5.41165103832125, 105.27426990434952)",3,['layak konsumsi'],True,True,True,True
R188,"['makanan', 'minuman']",9,"(-5.42666324317529, 105.21436162582692)",3,tidak layak konsumsi,False,False,False,False
R189,"['makanan', 'minuman']",10,"(-5.39045542080487, 105.26411522886698)",0,tidak layak konsumsi,False,False,False,False
R190,['makanan'],2,"(-5.3856980763659, 105.25910668535182)",1,tidak layak konsumsi,False,False,False,False
R191,"['makanan', 'minuman']",6,"(-5.42305280454882, 105.21567253452427)",1,['layak konsumsi'],True,True,False,True
R192,"['makanan', 'minuman']",1,"(-5.39217863441683, 105.21948686152894)",2,['hampir kadaluarsa'],False,True,True,False
R193,['makanan'],2,"(-5.41862398225591, 105.27743917017575)",2,"['layak konsumsi', 'hampir kadaluarsa']",True,True,False,False
R194,"['makanan', 'minuman']",1,"(-5.42153215922704, 105.21041983716364)",3,tidak layak konsumsi,False,False,False,False
R195,"['makanan', 'minuman']",10,"(-5.38878722163963, 105.25154267032727)",5,"['layak konsumsi', 'hampir kadaluarsa']",True,False,True,False
R196,"['makanan', 'minuman']",8,"(-5.40429521398027, 105.28855405089836)",0,tidak layak konsumsi,False,False,False,False
R197,['minuman'],8,"(-5.39114588649625, 105.30452749426415)",5,tidak layak konsumsi,False,False,False,False
R198,"['makanan', 'minuman']",1,"(-5.39961617573737, 105.29721799942185)",1,['hampir kadaluarsa'],False,False,False,False
R199,"['makanan', 'minuman']",6,"(-5.42926985088497, 105.24164621525982)",5,"['layak konsumsi', 'hampir kadaluarsa']",False,True,True,False
R200,"['makanan', 'minuman']",2,"(-5.4013402181657, 105.24708420644966)",4,tidak layak konsumsi,False,False,False,False
R201,"['makanan', 'minuman']",2,"(-5.43216833933353, 105.27980352228369)",0,['hampir kadaluarsa'],True,True,True,False
R202,['minuman'],8,"(-5.38786018231829, 105.22709052275924)",4,"['layak konsumsi', 'hampir kadaluarsa']",True,True,False,False
R203,['makanan'],3,"(-5.39679196931047, 105.24023099798822)",1,"['layak konsumsi', 'hampir kadaluarsa']",True,False,True,False
R204,['makanan'],5,"(-5.4065988903691, 105.21312968264525)",1,tidak layak konsumsi,False,False,False,False
R205,['minuman'],6,"(-5.37592466783695, 105.25813857710529)",3,['hampir kadaluarsa'],True,True,False,False
R206,"['makanan', 'minuman']",6,"(-5.43515415634871, 105.21892262207619)",0,['layak konsumsi'],False,False,False,True
R207,"['makanan', 'minuman']",1,"(-5.42693362150387, 105.23117930523726)",0,"['layak konsumsi', 'hampir kadaluarsa']",True,True,False,True
R208,"['makanan', 'minuman']",9,"(-5.42155093132585, 105.31284262108889)",0,tidak layak konsumsi,False,False,False,False
R209,"['makanan', 'minuman']",5,"(-5.41045006058822, 105.26412721609302)",1,"['layak konsumsi', 'hampir kadaluarsa']",True,True,False,False
R210,['makanan'],4,"(-5.41499262141019, 105.24847317756507)",4,tidak layak konsumsi,False,False,False,False
R211,['makanan'],7,"(-5.42213084160557, 105.25332312474168)",0,tidak layak konsumsi,False,False,False,False
R212,"['makanan', 'minuman']",3,"(-5.41918523067997, 105.28753121261816)",3,"['layak konsumsi', 'hampir kadaluarsa']",True,False,False,True
R213,['minuman'],2,"(-5.40103864147846, 105.21901578361641)",0,tidak layak konsumsi,False,False,False,False
R214,"['makanan', 'minuman']",5,"(-5.39782981160436, 105.23239641111891)",5,"['layak konsumsi', 'hampir kadaluarsa']",False,False,True,True
R215,['minuman'],10,"(-5.37327339359681, 105.21512337961063)",2,tidak layak konsumsi,False,False,False,False
R216,['makanan'],8,"(-5.41462709152882, 105.22154628009888)",0,['layak konsumsi'],True,False,True,True
R217,['makanan'],9,"(-5.38555853346199, 105.30886630221197)",4,['layak konsumsi'],False,True,True,False
R218,['makanan'],2,"(-5.42289726665601, 105.2406045888787)",2,['layak konsumsi'],True,True,False,False
R219,"['makanan', 'minuman']",7,"(-5.41619538635353, 105.28842987506772)",0,tidak layak konsumsi,False,False,False,False
R220,"['makanan', 'minuman']",2,"(-5.40446381386747, 105.29674874094819)",0,tidak layak konsumsi,False,False,False,False
R221,"['makanan', 'minuman']",10,"(-5.42319756354801, 105.2845120802197)",3,tidak layak konsumsi,False,False,False,False
R222,['makanan'],7,"(-5.37313415392284, 105.27589712446506)",0,tidak layak konsumsi,False,False,False,False
R223,['makanan'],9,"(-5.38029364639754, 105.29508027141414)",0,tidak layak konsumsi,False,False,False,False
R224,"['makanan', 'minuman']",4,"(-5.41176898516023, 105.28302836121495)",1,['layak konsumsi'],True,False,False,False
R225,"['makanan', 'minuman']",2,"(-5.41173269577674, 105.25304292263583)",4,tidak layak konsumsi,False,False,False,False
R226,"['makanan', 'minuman']",2,"(-5.40539114060207, 105.27929639303865)",4,tidak layak konsumsi,False,False,False,False
R227,['makanan'],8,"(-5.42286739938389, 105.26312611198314)",4,tidak layak konsumsi,False,False,False,False
R228,"['makanan', 'minuman']",6,"(-5.43585925617851, 105.21914444942138)",1,['hampir kadaluarsa'],False,True,False,False
R229,['makanan'],5,"(-5.38215868547928, 105.30145773002442)",5,tidak layak konsumsi,False,False,False,False
R230,"['makanan', 'minuman']",8,"(-5.38563048392078, 105.30776369089645)",5,tidak layak konsumsi,False,False,False,False
R231,['minuman'],7,"(-5.39486363991957, 105.29931226714963)",2,"['layak konsumsi', 'hampir kadaluarsa']",True,False,False,False
