id_penyumbang,jumlah_disumbangkan,is_halal_donor,is_for_child_donor,is_for_elderly_donor,is_alergan,id_penerima,jumlah_dibutuhkan,frekuensi_menerima,is_halal_receiver,is_for_child_receiver,is_for_elderly_receiver,is_alergan_free,matching_score,makanan_disumbangkan_makanan,makanan_disumbangkan_makanan_minuman,makanan_disumbangkan_minuman,kondisi_makanan_hampir_kadaluarsa,kondisi_makanan_layak_konsumsi,kondisi_makanan_tidak_layak_konsumsi,makanan_dibutuhkan_makanan,makanan_dibutuhkan_makanan_minuman,makanan_dibutuhkan_minuman,kondisi_makanan_diterima_hampir_kadaluarsa,kondisi_makanan_diterima_layak_konsumsi,kondisi_makanan_diterima_layak_konsumsi_hampir_kadaluarsa,kondisi_makanan_diterima_tidak_layak konsumsi,status_penerima_mendesak,status_penerima_normal,status_penerima_tidak mendesak,jarak
D94,0.7959183673469388,0,1,1,1,T73,0.0,0.7777777777777778,0,0,1,1,0.5333333333333333,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0.27805864541022185
D66,0.4897959183673469,0,0,0,1,T72,0.7142857142857143,0.6666666666666666,0,1,1,1,0.4538194444444445,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0.3265625248483184
D28,0.32653061224489793,1,0,0,1,T36,0.10204081632653061,0.7777777777777778,0,1,0,0,0.7083333333333333,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2313727520855223
D48,0.08163265306122448,1,1,1,0,T10,0.8163265306122449,0.1111111111111111,0,1,0,1,0.5621951219512196,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0.4479020705909713
D11,0.08163265306122448,1,1,0,0,T19,0.3673469387755102,0.6666666666666666,1,0,1,1,0.7106907894736841,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0.31413715914537976
D35,0.673469387755102,1,1,1,1,T5,0.9591836734693877,1.0,1,0,0,0,0.2776515151515152,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0.6280909737124764
D10,0.7755102040816326,1,0,0,0,T68,0.8163265306122449,0.2222222222222222,1,1,1,0,0.5888719512195122,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.10054755458821872
D12,0.673469387755102,1,0,1,0,T22,0.8163265306122449,0.6666666666666666,1,0,1,1,0.8423018292682927,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0.30649299802563335
D10,0.7755102040816326,1,0,0,0,T21,0.6326530612244898,0.2222222222222222,1,1,1,1,0.74375,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0.21108098404354025
D68,0.40816326530612246,0,0,1,0,T81,0.4897959183673469,0.0,0,1,0,1,0.5465,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0.16861893837034675
D31,0.5510204081632653,1,1,0,0,T15,0.2857142857142857,1.0,0,1,1,0,0.4068181818181818,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.4807090454483836
D2,0.14285714285714285,1,0,1,0,T30,0.6938775510204082,0.8888888888888888,1,1,1,0,0.5053571428571428,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0.05624776277971229
D47,0.8775510204081632,1,0,0,0,T28,0.7346938775510204,1.0,1,1,1,1,0.8568181818181817,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0.17997079021327625
D68,0.40816326530612246,0,0,1,0,T35,0.12244897959183673,0.0,1,0,0,0,0.6124999999999999,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0.21780409713650847
D49,0.10204081632653061,1,0,0,0,T60,0.3469387755102041,0.6666666666666666,1,0,0,1,0.5927083333333333,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0.13964853479221487
D13,0.32653061224489793,0,0,1,1,T57,0.7755102040816326,0.8888888888888888,0,1,1,1,0.5260897435897436,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0.42079985902609146
D73,0.8979591836734694,1,1,0,0,T51,0.7142857142857143,0.5555555555555556,0,0,1,1,0.5357142857142857,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0.41742246256858756
D84,0.12244897959183673,1,1,0,0,T13,0.5306122448979592,0.4444444444444444,0,1,0,0,0.413425925925926,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0.4242445728427179
D80,0.2653061224489796,0,0,1,1,T52,0.9387755102040817,0.5555555555555556,1,1,1,0,0.3155015197568389,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0.6787644667502305
D51,0.5306122448979592,1,0,1,0,T72,0.7142857142857143,0.6666666666666666,0,1,1,1,0.559375,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0.23746661603687155
D57,0.04081632653061224,0,1,0,0,T12,1.0,0.1111111111111111,1,1,1,0,0.256,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0.30134423109624625
D80,0.2653061224489796,0,0,1,1,T99,0.7551020408163265,0.8888888888888888,0,1,0,1,0.4943421052631579,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0.11554685745656228
D49,0.10204081632653061,1,0,0,0,T46,0.9795918367346939,0.4444444444444444,1,1,1,0,0.6747448979591836,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0.013967910840406198
D92,0.8367346938775511,1,0,0,1,T62,0.30612244897959184,1.0,0,0,0,0,0.6568181818181819,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0.6638985632876799
D63,0.9183673469387755,0,0,1,1,T62,0.30612244897959184,1.0,0,0,0,0,0.5068181818181817,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.47534859024546694
D97,0.9591836734693877,1,1,0,1,T57,0.7755102040816326,0.8888888888888888,0,1,1,1,0.3825,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0.5664807897564994
D78,1.0,0,1,0,0,T78,0.6326530612244898,0.0,1,1,1,0,0.6375,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0.3169860578269952
D68,0.40816326530612246,0,0,1,0,T1,0.0,0.4444444444444444,0,0,1,0,0.6624999999999999,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0.2955322578899367
D22,0.8979591836734694,0,0,0,0,T89,0.2653061224489796,0.3333333333333333,0,0,1,0,0.465,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0.25632442460914934
D70,0.30612244897959184,1,1,1,1,T86,0.6122448979591837,0.4444444444444444,1,0,0,0,0.5891129032258065,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0.11959492619313367
D89,0.42857142857142855,0,1,1,0,T40,0.9795918367346939,0.4444444444444444,1,0,0,0,0.4323979591836735,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0.09109276708576669
D20,0.8571428571428571,1,1,0,1,T65,0.8367346938775511,1.0,1,1,1,1,0.5568181818181818,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.18096169205600623
D36,0.24489795918367346,0,0,1,0,T45,0.7959183673469388,0.6666666666666666,1,1,0,0,0.466875,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0.5864509564903532
D35,0.673469387755102,1,1,1,1,T94,0.6938775510204082,0.6666666666666666,0,0,0,1,0.3815178571428572,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0.410956613432854
D55,0.7346938775510204,1,0,1,1,T80,0.673469387755102,0.8888888888888888,0,0,1,1,0.6325,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0.2744412285815769
D54,0.1836734693877551,1,1,1,1,T20,0.7346938775510204,0.3333333333333333,0,1,1,1,0.492027027027027,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.6219403655580572
D99,1.0,1,0,0,1,T74,0.5306122448979592,0.3333333333333333,1,0,0,1,0.7649999999999999,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0.49231087903601095
D16,0.32653061224489793,0,1,0,1,T38,0.5918367346938775,0.6666666666666666,0,1,0,1,0.5660416666666667,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0.701237334310313
D62,0.8367346938775511,0,1,1,0,T25,0.10204081632653061,0.0,0,1,1,1,0.8124999999999999,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0.5962890333504708
D90,0.14285714285714285,0,0,1,1,T88,0.7755102040816326,0.3333333333333333,1,1,0,0,0.4355128205128206,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0.6177483332088761
D14,0.5510204081632653,0,0,0,0,T19,0.3673469387755102,0.6666666666666666,1,0,1,1,0.434375,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0.254717624118257
D46,0.8163265306122449,0,0,1,1,T84,0.7346938775510204,0.1111111111111111,0,0,0,0,0.525,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0.48017232801113713
D53,0.04081632653061224,0,1,1,0,T4,0.2857142857142857,0.4444444444444444,0,1,0,0,0.6824999999999999,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0.528599700953329
D85,0.04081632653061224,0,1,0,0,T81,0.4897959183673469,0.0,0,1,0,1,0.6745,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0.22646354314671036
D49,0.10204081632653061,1,0,0,0,T78,0.6326530612244898,0.0,1,1,1,0,0.75625,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0.13828485028939339
D23,0.5306122448979592,1,1,1,0,T85,0.3673469387755102,0.5555555555555556,1,0,1,1,0.4107142857142857,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0.47485457699259587
D66,0.4897959183673469,0,0,0,1,T88,0.7755102040816326,0.3333333333333333,1,1,0,0,0.5541025641025641,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0.24611449973731975
D34,0.5306122448979592,0,0,1,1,T71,0.3673469387755102,0.7777777777777778,1,0,1,1,0.4333333333333333,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0.36518772780724734
D88,0.3877551020408163,1,0,1,1,T47,0.4897959183673469,0.4444444444444444,0,0,1,0,0.7424999999999999,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0.44291297479240366
D21,0.7755102040816326,1,0,1,1,T44,0.1836734693877551,0.7777777777777778,1,0,0,0,0.6583333333333332,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0.44729127937697033
D26,0.2857142857142857,0,0,0,1,T28,0.7346938775510204,1.0,1,1,1,1,0.5973587223587223,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0.3756776464279169
D79,0.30612244897959184,0,1,0,1,T42,0.02040816326530612,0.3333333333333333,1,0,0,0,0.565,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0.08377325561906622
D9,0.5306122448979592,0,0,0,1,T6,0.5306122448979592,0.8888888888888888,1,0,0,0,0.5575,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.3313664886007438
D25,0.3877551020408163,1,0,1,1,T49,0.40816326530612246,0.0,1,0,1,1,0.6827380952380951,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0.6912450453305369
D39,0.6530612244897959,0,1,1,1,T54,0.02040816326530612,1.0,0,1,0,1,0.3068181818181819,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0.5533701593920021
D54,0.1836734693877551,1,1,1,1,T100,0.5510204081632653,0.2222222222222222,1,1,0,1,0.4794642857142857,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0.3706595167171714
D67,0.2653061224489796,1,0,1,1,T17,0.22448979591836735,0.1111111111111111,1,1,1,0,0.7499999999999999,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0.2743133047825134
D100,0.12244897959183673,0,1,0,0,T64,0.7346938775510204,0.0,1,1,1,0,0.4314189189189189,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.9390073656639313
D99,1.0,1,0,0,1,T4,0.2857142857142857,0.4444444444444444,0,1,0,0,0.8374999999999998,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0.2926245941526725
D40,0.673469387755102,0,1,0,1,T76,0.2857142857142857,0.3333333333333333,1,0,0,1,0.565,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0.4102547329376017
D39,0.6530612244897959,0,1,1,1,T3,0.9183673469387755,0.3333333333333333,1,0,1,0,0.2367391304347826,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0.8200988344333631
D14,0.5510204081632653,0,0,0,0,T16,0.7959183673469388,0.7777777777777778,1,1,1,0,0.5033333333333333,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0.2245408388430238
D67,0.2653061224489796,1,0,1,1,T28,0.7346938775510204,1.0,1,1,1,1,0.5946560196560197,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0.16365935605071685
D66,0.4897959183673469,0,0,0,1,T33,0.08163265306122448,0.3333333333333333,1,0,1,0,0.49,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0.6133649625274109
D99,1.0,1,0,0,1,T58,0.40816326530612246,0.6666666666666666,0,0,0,0,0.8843749999999999,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0.3719933899156915
D85,0.04081632653061224,0,1,0,0,T67,0.8367346938775511,0.6666666666666666,0,0,0,0,0.666517857142857,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0.1961346654467288
D22,0.8979591836734694,0,0,0,0,T75,0.08163265306122448,0.1111111111111111,0,0,1,1,0.425,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0.5623477929695331
D40,0.673469387755102,0,1,0,1,T77,0.7959183673469388,0.8888888888888888,0,1,0,0,0.8424999999999999,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0.4114096931522987
D27,0.3877551020408163,0,0,1,0,T24,0.02040816326530612,0.2222222222222222,1,0,0,0,0.34375,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0.4432664725454868
D20,0.8571428571428571,1,1,0,1,T92,0.7551020408163265,0.2222222222222222,1,0,1,1,0.44375,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0.3367205839737326
D70,0.30612244897959184,1,1,1,1,T42,0.02040816326530612,0.3333333333333333,1,0,0,0,0.59,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0.06383734712569106
D5,0.9387755102040817,1,1,1,0,T54,0.02040816326530612,1.0,0,1,0,1,0.7568181818181817,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0.10863422483686126
D83,0.8163265306122449,0,1,1,0,T14,0.4897959183673469,0.6666666666666666,1,0,0,1,0.484375,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0.10063940601209581
D39,0.6530612244897959,0,1,1,1,T42,0.02040816326530612,0.3333333333333333,1,0,0,0,0.215,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0.5414459540127731
D7,0.4489795918367347,1,1,1,1,T53,0.5714285714285714,1.0,1,0,0,1,0.236128526645768,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0.5210953661185703
D86,0.5714285714285714,0,0,1,0,T82,0.9795918367346939,0.7777777777777778,1,0,1,0,0.717517006802721,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0.28368799932987404
D98,0.40816326530612246,0,1,0,0,T19,0.3673469387755102,0.6666666666666666,1,0,1,1,0.359375,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0.5916412001629174
D35,0.673469387755102,1,1,1,1,T90,0.7755102040816326,0.6666666666666666,0,0,0,1,0.4465544871794872,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0.6813792758117118
D82,0.7755102040816326,1,0,0,1,T51,0.7142857142857143,0.5555555555555556,0,0,1,1,0.4607142857142857,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0.1949125345364843
D9,0.5306122448979592,0,0,0,1,T72,0.7142857142857143,0.6666666666666666,0,1,1,1,0.484375,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0.7249002778639654
D8,0.9795918367346939,0,1,1,0,T28,0.7346938775510204,1.0,1,1,1,1,0.8318181818181817,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0.3419927645809793
D40,0.673469387755102,0,1,0,1,T71,0.3673469387755102,0.7777777777777778,1,0,1,1,0.3333333333333333,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0.32149541233784257
D91,0.061224489795918366,0,1,1,0,T98,0.12244897959183673,0.5555555555555556,0,1,1,1,0.8178571428571427,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0.3853820616193394
D68,0.40816326530612246,0,0,1,0,T39,0.22448979591836735,0.7777777777777778,0,1,0,0,0.6333333333333332,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.11529205548047966
D17,0.16326530612244897,1,1,0,0,T74,0.5306122448979592,0.3333333333333333,1,0,0,1,0.6983333333333333,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0.4175635549576915
D46,0.8163265306122449,0,0,1,1,T61,0.46938775510204084,0.4444444444444444,1,0,0,1,0.2625,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0.4561924162206559
D52,0.30612244897959184,1,1,1,0,T95,0.4897959183673469,0.6666666666666666,1,1,0,0,0.473375,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0.46727167270401765
D44,0.6122448979591837,0,1,0,0,T72,0.7142857142857143,0.6666666666666666,0,1,1,1,0.4704861111111111,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0.43705390681787976
D89,0.42857142857142855,0,1,1,0,T49,0.40816326530612246,0.0,1,0,1,1,0.5125,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0.5718498326623852
D68,0.40816326530612246,0,0,1,0,T100,0.5510204081632653,0.2222222222222222,1,1,0,1,0.6687500000000001,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.234121339435243
D84,0.12244897959183673,1,1,0,0,T30,0.6938775510204082,0.8888888888888888,1,1,1,0,0.4275,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0.5536915417582637
D40,0.673469387755102,0,1,0,1,T19,0.3673469387755102,0.6666666666666666,1,0,1,1,0.5843749999999999,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0.36751559665618455
D91,0.061224489795918366,0,1,1,0,T36,0.10204081632653061,0.7777777777777778,0,1,0,0,0.6749999999999999,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0.1364139554617375
D55,0.7346938775510204,1,0,1,1,T58,0.40816326530612246,0.6666666666666666,0,0,0,0,0.634375,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0.72654940617995
D26,0.2857142857142857,0,0,0,1,T83,0.7346938775510204,0.0,0,1,0,1,0.5030405405405405,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0.23386347726006498
D51,0.5306122448979592,1,0,1,0,T56,0.6122448979591837,0.0,1,0,0,0,0.6745967741935482,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0.37478183529840603
D31,0.5510204081632653,1,1,0,0,T79,0.9591836734693877,0.4444444444444444,1,1,0,1,0.7458333333333332,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0.3473779743715203
D42,0.12244897959183673,0,1,1,1,T64,0.7346938775510204,0.0,1,1,1,0,0.5314189189189189,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0.5241297427993054
D32,0.02040816326530612,0,0,1,0,T3,0.9183673469387755,0.3333333333333333,1,0,1,0,0.4693478260869565,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0.5042909200925562
D80,0.2653061224489796,0,0,1,1,T65,0.8367346938775511,1.0,1,1,1,1,0.3901515151515152,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.25505836193694503
D46,0.8163265306122449,0,0,1,1,T66,0.5510204081632653,0.2222222222222222,0,0,0,1,0.49375,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0.10861724273051797
D67,0.2653061224489796,1,0,1,1,T27,0.02040816326530612,0.7777777777777778,0,1,0,1,0.3333333333333333,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0.2692234825044465
D65,0.32653061224489793,0,0,1,1,T75,0.08163265306122448,0.1111111111111111,0,0,1,1,0.525,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0.6380225447052101
D61,0.9183673469387755,1,1,1,0,T4,0.2857142857142857,0.4444444444444444,0,1,0,0,0.6874999999999999,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0.5097377341766568
D100,0.12244897959183673,0,1,0,0,T49,0.40816326530612246,0.0,1,0,1,1,0.2458333333333333,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0.7938756764731352
D70,0.30612244897959184,1,1,1,1,T62,0.30612244897959184,1.0,0,0,0,0,0.6318181818181818,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0.31190143579670104
D50,0.0,1,1,0,0,T84,0.7346938775510204,0.1111111111111111,0,0,0,0,0.4027027027027027,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0.4135954862236242
D31,0.5510204081632653,1,1,0,0,T27,0.02040816326530612,0.7777777777777778,0,1,0,1,0.5583333333333333,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0.46995150783236406
D100,0.12244897959183673,0,1,0,0,T35,0.12244897959183673,0.0,1,0,0,0,0.6375,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0.45972939767318766
D61,0.9183673469387755,1,1,1,0,T83,0.7346938775510204,0.0,0,1,0,1,0.5875,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0.5802695521561909
D10,0.7755102040816326,1,0,0,0,T55,0.22448979591836735,0.7777777777777778,1,1,0,1,0.4833333333333334,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0.22386398809648064
D89,0.42857142857142855,0,1,1,0,T11,0.46938775510204084,0.2222222222222222,1,0,1,0,0.4604166666666666,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0.8418554761357857
D92,0.8367346938775511,1,0,0,1,T71,0.3673469387755102,0.7777777777777778,1,0,1,1,0.4833333333333334,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0.4128392882160015
D83,0.8163265306122449,0,1,1,0,T5,0.9591836734693877,1.0,1,0,0,0,0.4172348484848485,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.022164763031535376
D48,0.08163265306122448,1,1,1,0,T88,0.7755102040816326,0.3333333333333333,1,1,0,0,0.5278205128205128,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0.8666190346013322
D69,0.22448979591836735,1,0,1,1,T37,0.2857142857142857,1.0,1,1,0,0,0.3868181818181818,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.4476299146223943
D74,0.7551020408163265,0,1,1,0,T53,0.5714285714285714,1.0,1,0,0,1,0.3318181818181818,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0.6160445908583154
D80,0.2653061224489796,0,0,1,1,T79,0.9591836734693877,0.4444444444444444,1,1,0,1,0.4916666666666667,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0.08332341637184622
D11,0.08163265306122448,1,1,0,0,T75,0.08163265306122448,0.1111111111111111,0,0,1,1,0.7,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0.22523020806135158
D81,0.1836734693877551,1,1,0,1,T89,0.2653061224489796,0.3333333333333333,0,0,1,0,0.3614285714285715,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0.14740300763608133
D58,0.8571428571428571,1,1,0,0,T24,0.02040816326530612,0.2222222222222222,1,0,0,0,0.5187499999999999,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0.20551337328204003
D18,0.04081632653061224,0,0,1,1,T10,0.8163265306122449,0.1111111111111111,0,1,0,1,0.5323170731707317,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0.33713880616161546
D39,0.6530612244897959,0,1,1,1,T43,0.3673469387755102,0.8888888888888888,1,1,1,1,0.5325,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0.3930216546643106
D14,0.5510204081632653,0,0,0,0,T10,0.8163265306122449,0.1111111111111111,0,1,0,1,0.6182926829268293,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0.17099033198236352
D16,0.32653061224489793,0,1,0,1,T31,0.46938775510204084,1.0,1,0,0,0,0.3026515151515151,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0.20193577891412257
D5,0.9387755102040817,1,1,1,0,T93,0.22448979591836735,0.1111111111111111,1,0,0,1,0.575,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0.23870454962282742
